image_index,edsr_mse,edsr_psnr,edsr_ssim,bicubic_mse,bicubic_psnr,bicubic_ssim,psnr_improvement,ssim_improvement,mse_reduction
133,0.00031338882399722934,35.039164953048164,0.881064860939377,0.0003416130202822387,34.66465584912286,0.8620903655318245,0.37450910392530545,0.018974495407552472,2.8224196285009384e-05
134,0.00039862183621153235,33.99438914651025,0.8789069508096002,0.0004544798284769058,33.42485387635804,0.8577180149919639,0.5695352701522083,0.021188935817636367,5.585799226537347e-05
135,0.000371058180462569,34.30557989380032,0.882942189032519,0.00045079493429511786,33.46020972883336,0.8555327139657043,0.8453701649669583,0.02740947506681468,7.973675383254886e-05
136,0.0006121664773672819,32.13130456334605,0.870749195454019,0.0006679082871414721,31.75283167947926,0.8497588566481185,0.3784728838667881,0.02099033880590051,5.574180977419019e-05
137,0.0005546543397940695,32.55977584601923,0.8584564277915449,0.0006325416034087539,31.989109048768082,0.8296583116200829,0.5706667972511461,0.028798116171461996,7.788726361468434e-05
138,0.0004513984895311296,33.45439898491294,0.8734041038496148,0.0005393138853833079,32.681583980546534,0.8423845707330011,0.7728150043664073,0.03101953311661365,8.791539585217834e-05
139,0.0004977987264283001,33.029462188280064,0.860639304747134,0.0005710653495043516,32.43314190694264,0.830986727802249,0.5963202813374266,0.02965257694488499,7.326662307605147e-05
140,0.00025716418167576194,35.89789520910457,0.896514913030179,0.000282770924968645,35.485652475442635,0.8807120481551041,0.41224273366193387,0.015802864875074984,2.560674329288304e-05
141,0.00047742834431119263,33.210918010550095,0.8873792336028529,0.0005549156339839101,32.557730393644334,0.8680878324077992,0.6531876169057611,0.01929140119505368,7.748728967271745e-05
142,0.0005357631598599255,32.71027152653177,0.8744009147435153,0.0005923928692936897,32.27390177775814,0.8559105452962449,0.4363697487736289,0.01849036944727045,5.662970943376422e-05
143,0.0004585171118378639,33.38644451841104,0.863759854352049,0.0005116832908242941,32.90998764816606,0.8426656259108872,0.47645687024498073,0.021094228441161822,5.316617898643017e-05
144,0.0005027672741562128,32.986329989175104,0.8665779927926827,0.0005416156491264701,32.66308795890329,0.8479310985091225,0.323242030271814,0.018646894283560145,3.884837497025728e-05
145,0.00021279757493175566,36.72033325623972,0.9116901685242225,0.00023973616771399975,36.20266441336789,0.8969140386578568,0.5176688428718279,0.014776129866365673,2.6938592782244086e-05
146,0.00047092066961340606,33.270522471193075,0.8583951255337763,0.0005366334225982428,32.70322282096508,0.8319172000752084,0.5672996502279943,0.026477925458567864,6.57127529848367e-05
147,0.0008894242346286774,30.508910412665372,0.8085976593740363,0.0009575207950547338,30.188517854225736,0.7797726930693976,0.3203925584396359,0.02882496630463871,6.809656042605639e-05
148,0.00027529645012691617,35.601993886801594,0.8860550503734799,0.000303709035506472,35.17542287396091,0.8688995429366984,0.42657101284068233,0.017155507436781514,2.841258537955582e-05
149,0.0005341187352314591,32.723621880579465,0.8698704954933579,0.0006039239233359694,32.19017766273432,0.8449728092077194,0.533444217845144,0.024897686285638487,6.980518810451031e-05
150,0.0005302117206156254,32.755506761834056,0.850766990958343,0.0005771226133219898,32.38731908452469,0.8283670441660124,0.36818767730936486,0.022399946792330594,4.691089270636439e-05
151,0.0007569273002445698,31.209458306964976,0.8119348247985232,0.0008308041142299771,30.805013614593364,0.780788516026353,0.4044446923716123,0.031146308772170173,7.387681398540735e-05
152,0.000508897181134671,32.933699547487294,0.8648184646681462,0.0005686742370016873,32.45136446411883,0.8452630872119231,0.4823350833684614,0.019555377456223044,5.9777055867016315e-05
153,0.00020484875130932778,36.885666790192175,0.9128048496425464,0.00022361036099027842,36.50508077276419,0.8991461872585964,0.38058601742798714,0.013658662383949971,1.876160968095064e-05
154,0.0003846236504614353,34.14964014561657,0.9022051479465443,0.00043285946594551206,33.63653080715824,0.8837377160631121,0.5131093384583352,0.01846743188343214,4.823581548407674e-05
155,0.00044728591456077993,33.49414777939228,0.8817192436121583,0.0004977933131158352,33.02950941589216,0.862552781907117,0.46463836350012144,0.019166461705041216,5.050739855505526e-05
156,0.00036740247742272913,34.34857919539756,0.8877700897958856,0.0004094303585588932,33.8781995828859,0.8657044016018267,0.47037961251166394,0.022065688194058852,4.202788113616407e-05
157,0.00022137834457680583,36.54864864445444,0.8933763853941303,0.00023894812329672277,36.21696376087226,0.8802800014512691,0.3316848835821773,0.013096383942861278,1.756977871991694e-05
158,0.00031696504447609186,34.98988629984802,0.9180511103349056,0.00038034887984395027,34.19817858436983,0.8946425189475872,0.7917077154781893,0.023408591387318434,6.338383536785841e-05
159,0.0005132999503985047,32.896287777062284,0.8553453936670561,0.0005611488013528287,32.50921960423933,0.8333098390743148,0.387068172822957,0.022035554592741313,4.784885095432401e-05
